task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,coverage_mode,cluster_mode,sequence_id,representative_sequence_id,cluster_id,amp_label,sequence_length,cluster_size,cluster_positive_count,cluster_negative_count,mixed_label_cluster
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,b046244a801fff70a40f70dca14ec3ae848de0010a857540178491a741b626a8,b046244a801fff70a40f70dca14ec3ae848de0010a857540178491a741b626a8,H70_0000dafa11ba2ee4,0,35,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,ec6aca27b288007f0bf07a5517b61b35a24848439e6c9eb7df9330071524d5d5,ec6aca27b288007f0bf07a5517b61b35a24848439e6c9eb7df9330071524d5d5,H70_0002c0d07059f3b7,1,20,1,1,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,bbbd94cedb1e5ac9088270c81bbd13330199a5d93069a762912609463b16329c,bbbd94cedb1e5ac9088270c81bbd13330199a5d93069a762912609463b16329c,H70_0002ecf3fb4e6193,1,107,1,1,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,43539a019e161a10d76eda0bc954e6631f06ad90597aca1b23c5ab7f132a0e1d,43539a019e161a10d76eda0bc954e6631f06ad90597aca1b23c5ab7f132a0e1d,H70_0004cb4503d89a1c,0,101,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,4eb7f0e8a41eb63ac3d36674f2644ec7bdcb9fc1b905adb1b058114c87b8309a,43539a019e161a10d76eda0bc954e6631f06ad90597aca1b23c5ab7f132a0e1d,H70_0004cb4503d89a1c,0,109,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,685c95f37b17ba0ae02f2e1d6adc1375f15f578412bc3a94ce9de512dc332687,685c95f37b17ba0ae02f2e1d6adc1375f15f578412bc3a94ce9de512dc332687,H70_00069617429f8079,0,10,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,71d48a2f2c22e542d46bba0a548b294d16f27894afb4aa72db158dc67beea303,685c95f37b17ba0ae02f2e1d6adc1375f15f578412bc3a94ce9de512dc332687,H70_00069617429f8079,0,10,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,bc26c528f80b0ae8f060acacea555a264462ea8c19ec724b287ba6a508bba6fd,685c95f37b17ba0ae02f2e1d6adc1375f15f578412bc3a94ce9de512dc332687,H70_00069617429f8079,0,10,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,5759a5e5733aede284b0318d5a0cca9d8bd1612e3866717fec4545deac9eb41c,5759a5e5733aede284b0318d5a0cca9d8bd1612e3866717fec4545deac9eb41c,H70_0007cc291ee2a721,0,49,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,727ffe0d78b7f673201c806143284844b389cd3064db7751b4e330f1c11bcede,5759a5e5733aede284b0318d5a0cca9d8bd1612e3866717fec4545deac9eb41c,H70_0007cc291ee2a721,0,49,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,19cfa70da18933f832dbdedefd0ef49a4e34f4e1cb9b05afbdef677861b41e83,19cfa70da18933f832dbdedefd0ef49a4e34f4e1cb9b05afbdef677861b41e83,H70_0009b1b725282832,0,119,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,ef47539e5f832bca6529bbe22a135221334de50b21589ba71398d58d9a46ff3c,19cfa70da18933f832dbdedefd0ef49a4e34f4e1cb9b05afbdef677861b41e83,H70_0009b1b725282832,0,120,2,0,2,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,4f2aadd8528f6bf386deff4fe23b80749338855a4bb1fcde723b8a0bf31d024a,aa796b98a372649dda94dfe953c145ff966abd9bfc6bfb3a8083a2d78391b9bc,H70_000adf757aeabd74,1,48,2,2,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,aa796b98a372649dda94dfe953c145ff966abd9bfc6bfb3a8083a2d78391b9bc,aa796b98a372649dda94dfe953c145ff966abd9bfc6bfb3a8083a2d78391b9bc,H70_000adf757aeabd74,1,46,2,2,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,45dd22c7c907f133da7d741858aecabf4907b9ebcab5c82af618b113224c1f34,45dd22c7c907f133da7d741858aecabf4907b9ebcab5c82af618b113224c1f34,H70_000b81e4b429c46f,0,14,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,53b32d3fbcd7965851a38333b36fae9909f5226069046758013d1f79a9f602f9,53b32d3fbcd7965851a38333b36fae9909f5226069046758013d1f79a9f602f9,H70_000bac2a3606cbf4,0,20,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,170863d804677b601896f003fcf2b72bb59eee9b6d736d827ce3e0c0c7f32581,170863d804677b601896f003fcf2b72bb59eee9b6d736d827ce3e0c0c7f32581,H70_000d19332140fc87,1,8,1,1,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,776c882001b76fdf0ed02ac0ae61aec4aadf7f30cd31ed7aa388a58c5f8b6f68,776c882001b76fdf0ed02ac0ae61aec4aadf7f30cd31ed7aa388a58c5f8b6f68,H70_000d514ff45c00bc,0,4,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,8815cccf3d55b0213b5e00374c3ac1def01cb68ca43a4626ad1514db9edcaf3f,8815cccf3d55b0213b5e00374c3ac1def01cb68ca43a4626ad1514db9edcaf3f,H70_000f8f0018b20274,0,12,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,f0f7c9b2a6e731e622349e0bf554c5d548d6a53dc2fa62fabee618b37643de25,f0f7c9b2a6e731e622349e0bf554c5d548d6a53dc2fa62fabee618b37643de25,H70_0010f933b1168b40,1,16,1,1,0,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,19607c5354d6a334e252edaed68ee50eba1f57bcc36edc2cef68cd5fd88002c4,3b408cb63a16adddad3b8a30cf50e3ef73e5ff6376f449ac20b9d86e9478e0b2,H70_00112a1b4116a558,0,81,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,3b408cb63a16adddad3b8a30cf50e3ef73e5ff6376f449ac20b9d86e9478e0b2,3b408cb63a16adddad3b8a30cf50e3ef73e5ff6376f449ac20b9d86e9478e0b2,H70_00112a1b4116a558,0,80,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,47c954b10433a26fe00f8dfbebd305565b497e9b1c336365eee4d8ab40d153d6,3b408cb63a16adddad3b8a30cf50e3ef73e5ff6376f449ac20b9d86e9478e0b2,H70_00112a1b4116a558,0,81,3,0,3,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,ad0c14d3bc4ef8170da7881b46956f29fb533ba2a612ba929488d0d86a945c83,ad0c14d3bc4ef8170da7881b46956f29fb533ba2a612ba929488d0d86a945c83,H70_001193e114504a23,0,26,1,0,1,0
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,0ee795aae36f1d9199d9eba2de04d71507af78f292d79d818e7876786070d8c0,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,14e1f5e8e0f4c97d27fb60a3c4daf27bc29147651f8bce5f156e6377e68bd2b7,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,83,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,2448c0f07d1dd1e4867ee2d4fa1110f24fa6a7420164fda35b07d86de0a29161,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,2f592d7f04ea4927be30b9c1f3bfa6dad8d912660bb0abdbf86eb6fc7095de69,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,2f7da4efc839124b86c6d4f099cc8961de6aa1adcb7250658ae8ba7b87b5671a,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,34e58081f0fba460609a401add6bc0a0f310c050631543cea29c19d1463219c2,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,47070ee553ef0805fbf60f1c8c222b05dce753fb138d9c461e2acb864efabeed,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,81,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,6afb97b640af2ffc9784276d4e8653cd591da00dbe5ac14d38c8c6a9eaa44ed2,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,6e75bcdec8440ed25712312566130d731a7038f99790e2d1a36591c7d3f87181,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,7531cc2edded11f1feb93a8ccf424b9e85f225f470710e4f1cd8cdd8a69e7434,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,85,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,794e763ef2054133dcb535f805e0eacb6214f202042dc266f15317d5303bb9f6,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,81,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,8e8406311884c838079c54ec8fa9afc1dab7465fc1d4ca927e08900d96e98c59,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,94dcbdeffe9ebf9b30d2b3502367887226881a402e0bce86e94152750fd33d34,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,9834e7d71819d0eae3db05b561fe8d4fcb22ed0380fe6db209de8a5d37480e34,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,86,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,9f54f9e79c8c8f76f657e0dd0e9a677d3f9682918487eab0c312c58c38cce7b0,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,81,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,a14bae8ad7c75504571f241efb04575963d8a7a5edf310c5a914862c1b21d377,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,a514581b03630423e82bb9673fd7b652e8fa9475ba33c85583d401a7f01ee845,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,a850b6b82f96f841eda17a257a8294f9749ebe68a07a9bcb746d6e9f388bab14,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,a9ade4f53f6efeb93bfaf0017abefc25d2f90bc01e985688bfc22f12f97ef58a,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,86,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,ab502d10f5f76d6f9ed585b8a2188512f358db4d86d9e56e24c264b52b08ab0f,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,b40322cc9bde00251b83b8d07185028c46b72a365f03ee385185f11ebf1fdc38,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,85,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,c490f199be718d03e82425f358a50b7aa1d4a8e8f231299f4a096ba56dc9c99e,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,83,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,c663d774a170d91c6b000c3d5723a4941571705f0e275a4bf4b0f1ee5394a107,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,84,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,d0a1990fb50725e3b0cc3ddb6c0f9282d65ecaec27c6ef2ddff1ca18a4d0c281,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,1,82,29,20,9,1
amp_vs_without_amp_evidence,H70,0.7,0.9,0,1,d1e41abdca4a37db82aa51f4a1c18118829698a00292f8d5db99d84a5b2a6509,d23f229a04f58e4891b124be9cd054c85a5c34f06edc0c6d52ef23121c411ac9,H70_0014116a11f536f7,0,85,29,20,9,1
