task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,coverage_mode,cluster_mode,sequence_id,representative_sequence_id,cluster_id,amp_label,sequence_length,cluster_size,cluster_positive_count,cluster_negative_count,mixed_label_cluster
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,e40cfa2359449cfdd9531273a0aa5b82146a22cb0eca30bc73e917feace32656,e40cfa2359449cfdd9531273a0aa5b82146a22cb0eca30bc73e917feace32656,H30_0003ddc41ce37a5e,1,11,1,1,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,c12856ecb3fe29be7a0e0f11466f585455a34aab9f2216b84a5bc25fc35d8220,c12856ecb3fe29be7a0e0f11466f585455a34aab9f2216b84a5bc25fc35d8220,H30_00074e9aa66770a1,1,13,1,1,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,9fd8a08ae6d0de07939e07699d96b0a8935e57b4d98f33701d173d1b4a73f0cf,ec361fa299865426929fbfaec485e414baf8fa127930478eb89869e957bd6db0,H30_00145a26c7ab47a3,1,50,3,3,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,dc712fb7a82f4dda45a365999fbc711732260119af644ef27a44a1d18258fd2a,ec361fa299865426929fbfaec485e414baf8fa127930478eb89869e957bd6db0,H30_00145a26c7ab47a3,1,50,3,3,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,ec361fa299865426929fbfaec485e414baf8fa127930478eb89869e957bd6db0,ec361fa299865426929fbfaec485e414baf8fa127930478eb89869e957bd6db0,H30_00145a26c7ab47a3,1,50,3,3,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,051359bbc96869dc943207a05bb2cedc0114405b4e351a5d644e8e87ca98cb77,051359bbc96869dc943207a05bb2cedc0114405b4e351a5d644e8e87ca98cb77,H30_0014c4cd432b8032,1,149,2,2,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,b85114a71e81c1f8f1d863008a6f62c74c182cd0060c2cf0dbfce5db8d649f21,051359bbc96869dc943207a05bb2cedc0114405b4e351a5d644e8e87ca98cb77,H30_0014c4cd432b8032,1,149,2,2,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,b9ffd657470e63da147b92ee1bc0236c9b285e575abee6c6e6c8662faf3f39e1,b9ffd657470e63da147b92ee1bc0236c9b285e575abee6c6e6c8662faf3f39e1,H30_0015080ec556f144,1,79,1,1,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,30f113d3fc7658639333b9f15ccbdc85731250debfceacb37949d0657ed5cb4b,30f113d3fc7658639333b9f15ccbdc85731250debfceacb37949d0657ed5cb4b,H30_001927ff8de74c2c,1,24,1,1,0,0
amp_vs_toxic_without_amp_evidence,H30,0.3,0.9,0,1,a2d088f2228afb9aa3523e2b79842316c213a8922358838684307ee02c19f21f,a2d088f2228afb9aa3523e2b79842316c213a8922358838684307ee02c19f21f,H30_001b4e6607ea6c91,0,14,1,0,1,0
